1493663240.000000, IBI
175.242397,0.453146
188.164864,0.609403
188.664886,0.500023
189.336792,0.671906
189.883692,0.546900
190.618101,0.734409
193.352601,0.593777
193.915127,0.562526
194.524530,0.609403
195.149558,0.625029
233.291929,0.656280
233.870081,0.578151
234.495109,0.625029
363.782277,0.781286
364.391680,0.609403
429.050890,1.156303
440.145148,1.468817
441.363954,1.218806
454.505180,1.359437
462.130529,1.250057
463.364961,1.234432
464.646269,1.281309
465.911952,1.265683
467.240138,1.328186
468.552698,1.312560
602.855721,0.656280
603.465124,0.609403
604.105778,0.640654
604.746432,0.640654
605.308958,0.562526
605.933987,0.625029
606.512138,0.578151
617.653273,0.703157
618.309553,0.656280
618.872079,0.562526
619.653365,0.781286
620.340896,0.687531
620.950299,0.609403
621.606579,0.656280
622.262859,0.656280
622.887888,0.625029
623.528542,0.640654
624.184822,0.656280
624.825476,0.640654
625.513008,0.687531
626.247416,0.734409
626.934948,0.687531
627.638105,0.703157
628.388139,0.750034
629.013168,0.625029
629.731951,0.718783
630.419482,0.687531
631.060137,0.640654
631.732043,0.671906
632.357071,0.625029
633.028977,0.671906
633.685257,0.656280
634.372788,0.687531
635.029068,0.656280
635.685349,0.656280
636.357254,0.671906
679.702988,0.562526
680.343643,0.640654
680.984297,0.640654
681.640577,0.656280
745.549753,0.562526
746.252910,0.703157
746.784184,0.531274
747.393587,0.609403
747.956113,0.562526
748.596767,0.640654
759.362885,0.593777
760.003539,0.640654
760.675445,0.671906
787.536050,0.609403
788.161078,0.625029
788.692353,0.531274
797.630262,0.578151
804.318068,0.687531
804.896219,0.578151
805.583751,0.687531
806.255656,0.671906
806.927562,0.671906
807.552591,0.625029
808.193245,0.640654
808.833899,0.640654
809.537057,0.703157
810.271465,0.734409
815.537331,0.718783
816.099857,0.562526
816.803014,0.703157
817.490546,0.687531
818.162452,0.671906
818.771854,0.609403
824.787755,0.718783
825.475286,0.687531
851.507728,0.687531
852.195259,0.687531
852.867165,0.671906
853.570322,0.703157
854.242228,0.671906
854.929760,0.687531
855.617291,0.687531
856.304822,0.687531
856.976728,0.671906
857.633008,0.656280
858.336165,0.703157
858.992445,0.656280
1102.362960,0.468771
1102.847358,0.484397
1103.316129,0.468771
1103.800526,0.484397
1104.269298,0.468771
1104.769320,0.500023
1105.253718,0.484397
1105.738115,0.484397
1113.504095,0.515649
1114.035370,0.531274
1114.566644,0.531274
1115.097918,0.531274
1115.613567,0.515649
1116.129215,0.515649
1116.644864,0.515649
1117.160513,0.515649
1117.629284,0.468771
1122.113864,0.484397
1122.629513,0.515649
1128.067262,0.515649
1128.582911,0.515649
1141.317868,0.500023
1190.992018,0.546900
1191.554543,0.562526
1192.101443,0.546900
1192.648343,0.546900
1193.210869,0.562526
1193.789021,0.578151
1194.367172,0.578151
1194.914072,0.546900
1195.492224,0.578151
1196.054749,0.562526
1196.632901,0.578151
1264.542259,0.515649
1264.995405,0.453146
1283.261866,0.515649
1288.996504,0.484397
1289.465275,0.468771
1298.090670,0.500023
1298.621944,0.531274
1299.059464,0.437520
1299.575113,0.515649
1300.075136,0.500023
1300.559533,0.484397
1309.028671,0.531274
1309.575571,0.546900
1310.044342,0.468771
1310.622494,0.578151
1311.106891,0.484397
1311.622539,0.515649
1312.122562,0.500023
1312.700714,0.578151
1320.857337,0.578151
1321.357360,0.500023
1321.873008,0.515649
1328.060792,0.500023
1354.921396,0.500023
1355.405793,0.484397
1355.874565,0.468771
1363.843680,0.437520
1401.142262,0.531274
1401.751665,0.609403
1501.099963,0.437520
1501.521857,0.421894
1501.975003,0.453146
1502.443774,0.468771
1502.834417,0.390643
1503.256311,0.421894
1503.740709,0.484397
1504.146977,0.406269
1504.600123,0.453146
1505.006392,0.406269
1505.428286,0.421894
1505.897057,0.468771
1506.287700,0.390643
1603.745286,0.468771
1663.873039,0.500023
1671.764025,0.484397
1672.232796,0.468771
1741.595346,0.500023
1742.095369,0.500023
1742.595392,0.500023
1743.017286,0.421894
1920.087891,0.468771
1920.572289,0.484397
1930.854009,0.468771
1931.322781,0.468771
1931.791552,0.468771
1932.260324,0.468771
1932.760346,0.500023
1933.229118,0.468771
1933.682264,0.453146
1967.340054,0.437520
1996.716399,0.531274
1997.216422,0.500023
1997.716445,0.500023
1998.169590,0.453146
1998.716491,0.546900
1999.263391,0.546900
1999.747788,0.484397
2000.169682,0.421894
2000.716582,0.546900
2001.232231,0.515649
2001.747879,0.515649
2018.123629,0.421894
2082.814090,0.968794
2083.736007,0.921917
2124.253487,0.421894
2124.706633,0.453146
2125.112901,0.406269
2125.519170,0.406269
2125.941064,0.421894
2126.378584,0.437520
2126.784853,0.406269
2202.397689,0.421894
2202.866460,0.468771
2203.335232,0.468771
2203.788378,0.453146
2204.225898,0.437520
2204.679043,0.453146
2205.163440,0.484397
2205.632212,0.468771
2206.085358,0.453146
2206.585381,0.500023
2207.022901,0.437520
2207.491672,0.468771
2207.991695,0.500023
2208.460466,0.468771
2208.929238,0.468771
2209.366758,0.437520
2209.835529,0.468771
2212.616907,0.453146
2240.243171,0.906291
2260.884741,0.656280
2261.603524,0.718783
2262.431687,0.828163
2263.259850,0.828163
2263.947381,0.687531
2264.853673,0.906291
2268.510090,0.453146
2358.998606,0.343766
2359.311121,0.312514
2359.686138,0.375017
2360.061155,0.375017
2360.420547,0.359391
2372.905493,0.312514
2373.249259,0.343766
2373.624276,0.375017
2373.936790,0.312514
2374.311807,0.375017
2374.624322,0.312514
2374.968087,0.343766
2780.658533,0.390643
2781.049176,0.390643
2781.424193,0.375017
2781.814836,0.390643
2782.189853,0.375017
2782.580496,0.390643
2783.018016,0.437520
2783.361782,0.343766
2783.752425,0.390643
2784.127442,0.375017
2784.518085,0.390643
2784.893102,0.375017
2785.299371,0.406269
2785.690013,0.390643
2786.065031,0.375017
2786.471299,0.406269
2786.861942,0.390643
2787.236959,0.375017
2787.658854,0.421894
2791.549657,0.390643
2791.940300,0.390643
2792.315317,0.375017
2792.690334,0.375017
2793.096602,0.406269
2793.487245,0.390643
2793.893514,0.406269
2794.299783,0.406269
2794.690425,0.390643
2795.049817,0.359391
2795.456085,0.406269
2795.846728,0.390643
2796.284248,0.437520
2796.674891,0.390643
2801.893880,0.421894
2802.315774,0.421894
2802.737669,0.421894
2803.143937,0.406269
2803.581457,0.437520
2803.987726,0.406269
2804.409620,0.421894
2804.847140,0.437520
2805.284660,0.437520
2805.690929,0.406269
2806.128449,0.437520
2880.475602,0.359391
2880.866245,0.390643
2881.288139,0.421894
2881.710034,0.421894
2882.085051,0.375017
2882.569448,0.484397
2890.585440,0.437520
2891.007334,0.421894
2891.444854,0.437520
2891.866749,0.421894
2892.319894,0.453146
2892.710537,0.390643
2893.132432,0.421894
2893.585577,0.453146
2894.023097,0.437520
2894.444992,0.421894
2894.851260,0.406269
2895.304406,0.453146
2895.741926,0.437520
2896.179446,0.437520
2896.616966,0.437520
2897.038860,0.421894
2897.476380,0.437520
2897.913900,0.437520
2898.320169,0.406269
2898.757689,0.437520
2899.195209,0.437520
2899.632729,0.437520
2900.085875,0.453146
2900.492143,0.406269
2900.929663,0.437520
2901.414061,0.484397
2901.835955,0.421894
2902.242224,0.406269
2902.695369,0.453146
2903.164141,0.468771
2903.648538,0.484397
2904.070432,0.421894
2904.476701,0.406269
2904.929847,0.453146
2905.351741,0.421894
2905.867389,0.515649
2906.258032,0.390643
2908.383130,0.375017
2908.805024,0.421894
2909.258170,0.453146
2909.695690,0.437520
2910.133210,0.437520
2910.570730,0.437520
2910.992624,0.421894
2911.414518,0.421894
2911.883290,0.468771
2912.305184,0.421894
2912.758330,0.453146
2913.211476,0.453146
2913.617744,0.406269
