-61,42,40
-43,41,53
-41,41,58
-52,45,51
-49,39,32
-46,32,36
-38,24,16
-31,26,21
-25,27,31
-43,25,40
-43,24,38
-43,33,42
-37,40,35
-31,56,37
-28,59,46
-34,54,45
-39,42,37
-43,35,45
-56,24,25
-41,18,39
-29,23,36
-34,24,33
-43,30,39
-48,31,33
-33,29,30
-35,31,34
-43,33,41
-36,42,63
-31,42,63
-29,38,65
-39,35,44
-27,33,14
-30,34,-3
-31,18,11
-18,2,44
-8,1,47
27,-1,5
13,5,-20
6,-8,-15
-20,-18,-11
-56,-28,4
-75,-28,14
-79,-37,17
-75,-75,42
-84,-79,51
-56,-87,48
-46,-92,50
-41,-85,37
-36,-79,27
-26,-85,25
-9,-91,20
-3,-92,24
-8,-91,35
-3,-74,35
-18,-66,34
-11,-62,31
-4,-56,29
-12,-60,25
-24,-60,18
-13,-61,14
-7,-68,10
-10,-69,13
-13,-62,16
-1,-60,8
-12,-62,6
-21,-62,13
-21,-62,17
-16,-64,23
-16,-64,19
-11,-60,14
-10,-61,12
-3,-62,21
-4,-64,20
-7,-72,24
5,-100,19
3,-109,4
8,-117,3
-14,-118,2
-66,-101,0
-90,-79,-9
-84,-66,-7
-58,-28,-6
-48,-17,2
-27,-14,3
-20,-14,13
-29,-20,0
-35,-32,-8
-49,-47,5
-38,-40,-3
-53,-62,24
-57,-35,4
-50,-32,8
-39,-24,14
-48,-6,-9
-64,-16,-17
-67,-16,-11
-47,-33,6
-55,-39,2
-63,-36,-35
-58,-24,-35
-49,-20,-37
-52,-12,-47
-51,-9,-52
-48,-4,-46
-51,-4,-41
-51,-3,-43
-50,-3,-43
-45,-6,-35
-55,-11,-36
-58,-12,-35
-53,-11,-35
-53,-8,-34
-58,-5,-34
-60,-4,-36
-57,-2,-41
-58,0,-42
-60,-2,-39
-59,-13,-33
-62,-13,-33
-58,-8,-29
-56,-7,-29
-50,-8,-22
-50,-7,-18
-60,-4,-27
-60,-3,-29
-57,-5,-25
-61,-7,-21
-61,-6,-23
-57,-5,-21
-54,-4,-17
-62,-4,-15
-67,-5,-15
-68,-6,-16
-66,-7,-14
-72,-6,-10
-73,-8,-3
-69,-7,0
-58,-1,1
-59,1,-2
-61,1,-7
-62,3,-7
-65,7,-5
-65,9,-7
-61,11,-5
-59,13,-5
-59,13,-7
-61,12,-10
-63,9,-9
-62,5,-20
-65,-1,-23
-70,-4,-23
-69,-2,-21
-59,4,-19
-60,5,-22
-58,2,-19
-56,-4,-16
-58,-6,-15
-56,-10,-14
-60,-7,-12
-76,8,-26
-83,12,-26
-67,10,-3
-64,6,-17
-61,6,-20
-49,8,-18
-55,13,-17
-69,21,-17
-69,23,-14
-72,25,-24
-69,24,-20
-66,18,-11
-68,13,-14
-65,10,-10
-63,6,-13
-66,9,-14
-77,12,-13
-72,17,-3
-67,29,-7
-62,9,12
-64,10,15
-54,-3,19
-44,-7,18
-23,-12,38
-61,-13,37
-71,6,38
-64,10,37
-50,20,29
-5,8,43
-6,2,49
-28,-9,25
-24,-15,3
-37,-2,14
-59,19,19
-93,16,11
-89,26,8
-92,22,-8
-82,19,-14
-102,17,-3
-107,13,-7
-87,3,-31
-41,4,4
-68,6,20
-6,-29,41
-6,-22,40
-51,-23,47
-49,-33,62
-78,33,-24
-70,42,-26
-60,35,-3
-68,23,11
-74,17,-5
-64,4,-25
-66,0,-23
-93,-2,-21
-84,8,-22
-71,9,-16
-59,9,9
-46,8,16
-36,16,34
-49,18,25
-74,8,19
-79,4,27
-30,2,46
-28,-1,27
-27,13,24
-99,13,-27
-59,19,-5
-99,14,29
-128,32,-13
-91,2,31
-76,22,-13
-43,-16,4
-55,-22,10
5,-21,64
-39,-8,44
-29,-6,46
-18,-3,33
-37,0,8
-113,21,-42
-104,26,-31
-94,17,3
-77,4,19
-95,-13,0
-55,-8,10
-38,2,20
-38,21,20
-37,13,31
-5,29,50
-41,21,66
-13,12,68
-6,13,71
22,5,51
-104,8,-29
-77,-1,-4
-50,19,-14
-45,8,-7
-84,-5,-14
-92,-12,-5
-95,-4,-4
-103,-1,-11
-55,13,-11
-24,13,12
-46,10,34
-92,25,10
-89,26,11
-69,16,16
-72,-7,25
-36,-31,45
-49,-7,35
-76,-3,23
-76,-10,48
-24,-19,58
-38,-29,40
-72,-22,8
-79,5,3
-84,9,4
-36,20,30
-7,38,36
-45,27,37
-39,33,29
-43,25,36
-51,26,7
-101,17,-2
-89,7,14
-60,4,14
-63,-9,38
-77,2,22
-56,-8,21
-81,-16,16
-83,-29,0
-27,-8,22
-28,26,26
-45,42,33
-51,35,19
-29,15,42
-36,11,27
-53,10,15
-83,-9,25
-106,-15,30
-43,8,11
-23,9,5
-48,12,-5
-87,8,-11
-101,19,0
-116,9,22
-45,16,5
-57,4,19
-52,5,25
-61,1,18
-88,5,13
-33,2,29
-41,5,26
-57,1,24
-59,0,26
-26,-7,36
-24,-2,22
-39,-8,18
-97,-8,-12
-128,3,-8
-82,-1,19
-44,-1,51
-88,-2,14
-98,2,0
-93,12,5
-34,5,6
-54,7,0
-45,4,-13
-38,-1,-4
-70,12,17
-66,27,21
-34,13,23
-43,10,14
-100,72,-6
-3,19,20
-44,17,17
-52,14,5
-50,24,2
-57,17,13
-52,1,15
-30,-12,7
-33,-20,2
-39,-36,3
-43,-40,6
-77,-41,-1
-68,-37,13
-73,-44,16
-94,-51,10
-94,-50,5
-106,-48,11
-113,-49,15
-95,-41,23
-110,-45,16
-128,-42,33
-128,-16,38
-114,-2,41
-58,2,41
-35,-7,39
-13,-18,29
0,-14,23
7,-3,13
-1,0,17
-9,2,36
0,3,47
4,7,39
0,22,56
-15,30,63
-31,37,28
-11,39,35
-23,38,20
-39,39,20
-38,37,30
-24,36,59
-28,36,66
-23,29,67
-21,25,61
-23,20,47
-20,16,41
0,-2,18
17,-6,-4
29,-8,-10
10,-20,-14
-3,-25,-21
-24,-40,-9
-59,-54,1
-102,-39,21
-79,-53,34
-127,-85,37
-56,-82,49
-53,-88,51
-50,-81,49
-37,-75,43
-25,-75,45
-23,-77,39
-17,-79,35
-5,-80,35
-12,-84,13
5,-84,38
35,-86,47
-17,-66,18
-25,-68,23
1,-60,22
-4,-64,26
-17,-65,24
-18,-65,18
0,-73,14
13,-77,9
-35,-65,-13
-21,-48,4
-21,-41,-4
-13,-43,17
-19,-39,26
-10,-52,28
-16,-60,30
-5,-69,31
-12,-75,23
-16,-70,21
-13,-60,24
-12,-62,23
-19,-61,24
-22,-57,24
-17,-53,16
-19,-56,18
-16,-50,22
-18,-53,20
-20,-65,16
-5,-73,38
4,-81,31
9,-97,16
2,-99,11
-15,-101,-5
-32,-94,-4
-24,-82,-1
-29,-76,-6
-30,-71,-11
-44,-64,4
-22,-54,-13
-39,-58,-31
-42,-56,-24
-53,-54,-18
-56,-53,-16
-52,-42,0
-48,-40,-10
-49,-36,-19
-49,-37,-13
-45,-39,-21
-36,-36,-26
-31,-43,-23
-26,-43,-22
-16,-46,-17
-14,-45,-9
-28,-45,-5
6,-49,32
-63,-45,7
-78,-42,1
-58,-34,12
-54,-42,23
-60,-40,28
-58,-38,27
-52,-43,32
-64,-47,28
-52,-39,21
-71,-21,12
-75,-16,10
-51,-15,8
-48,-14,10
-51,-17,9
-59,-15,7
-61,-21,-6
-51,-23,2
-62,-25,11
-44,-26,31
-49,-21,33
-74,-8,16
-60,-2,14
-60,0,9
-48,-3,23
-63,0,13
-53,-1,24
-69,-2,9
-27,-10,18
-38,-1,20
-43,-7,22
-54,-6,27
-52,-17,44
-74,-16,49
-54,-9,43
-52,-6,36
-34,-4,38
-43,3,12
-82,6,-9
-46,-3,24
-47,-11,30
-51,-20,24
-64,-23,16
-90,-27,-9
-96,-25,-8
-71,-26,15
-59,-34,12
-76,-32,0
-56,-22,4
-77,-19,-11
-44,-22,4
-59,-21,-10
-50,-18,5
-59,-19,6
-37,-22,4
-52,-17,-1
-50,-15,2
-60,-14,-6
-64,-15,1
-70,-24,-6
-87,-22,-16
-72,-24,4
-36,-25,15
-49,-26,6
-34,-26,12
-36,-30,13
-83,-27,-5
-84,-29,-1
-65,-41,24
-64,-51,34
-80,-40,16
-61,-35,16
-33,-38,26
-50,-35,26
-55,-35,19
-48,-32,13
-49,-30,20
-56,-29,20
-55,-27,17
-53,-23,20
-55,-22,21
-52,-23,16
-57,-19,19
-61,-21,18
-61,-20,10
-64,-15,-2
-72,-2,-14
-72,-3,-16
-84,-10,-15
-86,-14,-11
-45,-22,32
-56,-14,-9
-55,-9,-21
-38,-10,6
-23,-6,20
-68,0,-15
-80,-1,-30
-69,-4,4
-83,-1,-1
-96,5,-9
-68,-10,19
-57,-19,8
-88,-17,-17
-82,-11,3
-40,-5,35
-35,1,47
-47,19,37
-42,20,14
-45,25,-7
-62,20,12
-53,-12,40
-89,-35,40
-56,-36,35
-67,-14,33
-65,-3,40
-44,2,35
-35,3,37
-35,1,34
-17,0,52
-36,30,51
-93,43,14
-82,31,28
-74,-4,42
-85,-14,32
-32,-57,59
-51,-36,54
-26,-13,61
-19,-4,62
-20,-8,70
-53,1,35
-56,1,12
-66,15,-1
-54,23,15
-36,13,38
-42,6,41
-30,-10,91
-39,-4,76
-37,-15,72
-15,-15,69
-16,-12,72
-34,-6,44
-30,-7,40
-38,-8,39
-40,-7,35
-35,-13,37
-34,-3,45
-43,-8,50
-43,0,46
-41,5,53
-46,-2,40
-44,-9,54
-44,-13,67
-37,-17,65
-26,-45,49
-54,-67,26
-87,-36,39
-1,-30,77
-18,-37,36
-51,-29,6
-47,-22,0
-52,-21,7
-58,-17,3
-78,-24,-6
-74,-33,5
-62,-48,17
-64,-44,19
-47,-42,30
-4,-36,56
-13,-28,56
-32,-30,34
-41,-33,20
-32,-32,36
-24,-38,41
-30,-43,33
-101,-36,-9
-100,-37,8
-87,-46,28
-100,-35,27
-67,-33,26
-72,-26,18
-31,-24,3
-40,-16,3
-41,-18,8
-51,-16,16
-82,-5,3
-14,-14,37
-33,-13,27
-39,-7,23
-40,-7,23
-25,-12,23
-17,-11,21
-30,-14,19
-36,-11,11
-39,-9,4
-49,-16,-5
-58,-17,3
-71,-31,16
-66,-31,29
-58,-38,29
-61,-36,22
-71,-46,15
-63,-40,26
-54,-37,30
-45,-43,29
-46,-47,30
-46,-51,24
-41,-50,23
-30,-52,20
-26,-57,21
-17,-66,23
-18,-78,19
-10,-88,17
-2,-90,16
-2,-87,18
-9,-79,24
-10,-77,21
-12,-68,23
-19,-66,27
-14,-64,32
-26,-65,19
-16,-69,25
-23,-72,8
-41,-71,14
-33,-59,20
-36,-49,9
-39,-50,22
-41,-53,18
-36,-58,15
-33,-55,17
-26,-59,18
-31,-58,9
-42,-56,12
-47,-59,7
-45,-73,29
-49,-56,16
-43,-53,27
-52,-36,18
-31,-37,-22
-17,-40,27
-23,-53,9
-24,-56,1
-28,-58,20
-26,-63,21
-26,-65,23
-28,-64,30
-26,-58,34
-23,-59,13
-22,-63,13
-16,-61,27
-21,-59,33
-33,-54,31
-33,-64,27
-30,-66,24
-23,-68,24
-40,-79,15
-17,-70,27
-23,-61,31
-26,-51,21
-31,-46,17
-36,-43,16
-34,-44,17
-41,-46,18
-40,-47,18
-44,-47,16
-43,-48,16
-43,-46,16
-44,-49,16
-42,-51,15
-39,-51,18
-40,-49,17
-38,-49,18
-39,-44,21
-37,-44,21
-40,-43,22
-38,-42,26
-35,-35,26
-37,-30,24
-55,-24,21
-54,-19,23
-62,-6,19
-70,-2,20
-69,1,21
-61,-2,22
-57,-2,23
-54,-14,32
-55,-23,39
-47,-38,49
-32,-40,50
-38,-31,47
-35,-21,42
-31,-10,41
-27,-3,38
-38,0,29
-39,-4,29
-39,-4,27
-37,-3,14
-43,-12,16
-42,-30,28
-35,-33,29
-27,-42,24
-27,-55,28
-27,-62,25
-30,-75,25
-34,-76,22
-35,-61,20
-49,-65,26
-39,-55,24
-46,-57,23
-31,-53,29
-32,-55,23
-37,-57,21
-29,-58,25
-34,-57,27
-37,-57,22
-37,-58,22
-45,-53,20
-38,-56,23
-46,-53,15
-46,-53,13
-47,-54,19
-46,-56,21
-42,-54,21
-42,-53,24
-45,-56,24
-45,-55,12
-44,-59,-10
-42,-61,9
-25,-68,15
-34,-65,11
-25,-67,31
-56,-63,3
-44,-68,9
-48,-68,14
-46,-72,16
-43,-72,14
-58,-67,18
-58,-70,18
-58,-63,21
-58,-65,22
-51,-55,22
-59,-53,24
-57,-52,20
-57,-44,15
-53,-44,11
-50,-47,-10
-58,-53,-15
-37,-61,-21
-28,-52,-21
-38,-56,-16
-29,-47,-16
-33,-40,-12
-18,-17,-7
-28,-40,-19
-30,-18,-12
-40,-5,-5
-42,-5,-4
-41,-3,4
-43,-1,8
-46,-15,14
-42,-11,9
-38,-19,12
-45,-15,14
-55,-11,17
-63,-10,20
-26,8,36
-61,-6,32
-60,-3,32
-55,3,34
-53,-3,37
-70,-8,44
-65,-8,46
-62,-3,48
-64,1,46
-59,3,48
-53,3,44
-42,-4,45
-54,1,51
-44,0,53
-52,-3,56
-47,-9,61
-49,-12,52
-44,-16,55
-41,-19,61
-38,-16,55
-37,-17,57
-36,-15,51
-38,-16,50
-39,-19,50
-40,-16,49
-45,-13,44
-42,-13,47
-42,-12,44
-48,-13,35
-51,-14,36
-45,-14,43
-52,-10,41
-53,-6,29
-56,-9,32
-62,-12,30
-55,-11,31
-64,-10,31
-47,-17,40
-46,-19,56
-46,-27,48
-48,-17,30
-55,-16,19
-64,-8,10
-92,6,3
-85,15,11
-91,29,11
-50,6,41
-31,-5,47
-32,1,12
-47,-5,-4
-49,0,38
-51,7,42
-38,7,57
-55,4,29
-49,1,13
-71,14,29
-66,15,22
-60,16,25
-79,33,31
-68,19,24
-49,13,19
-59,13,14
-68,9,25
-57,9,35
-71,11,-23
-79,0,-4
-71,-11,12
-62,1,-3
-56,7,0
-63,13,0
-58,5,3
-42,-10,-2
-57,3,-18
-80,5,-17
-73,4,-14
-48,11,-29
-64,13,-35
-72,9,-32
-67,7,-26
-57,7,-23
-59,5,-25
-58,0,-27
-59,4,-25
-58,2,-27
-58,5,-23
-61,7,-20
-83,17,-31
-60,8,-21
-65,8,-25
-61,6,-23
-72,5,-14
-62,7,-12
-58,9,-10
-71,7,-10
-71,4,-10
-70,-1,-8
-67,-2,-7
-73,-4,-12
-70,-2,-5
-51,0,4
-64,-2,8
-78,-2,3
-68,2,7
-56,-2,-4
-86,2,8
-85,6,10
-39,9,7
-45,-1,0
-86,-1,6
-57,-2,11
-43,7,4
-74,5,-19
-67,7,-9
-48,4,7
-53,6,5
-66,12,6
-76,15,9
-46,-9,11
-66,10,-2
-70,11,-8
-71,10,-2
-81,20,7
-70,5,-16
-66,21,-24
-78,29,-2
-74,25,-3
-61,28,-13
-61,34,-10
-59,32,-7
-57,27,4
-58,28,1
-51,30,-7
-46,28,-12
-48,30,-8
-44,27,-6
-47,30,-12
-50,35,-11
-51,34,-7
-48,32,0
-48,31,-1
-52,29,-1
-60,28,1
-61,26,4
-60,25,4
-59,23,1
-61,23,2
-61,23,3
-64,19,3
-69,18,3
-71,16,-1
-69,16,-1
-68,16,2
-65,16,2
-62,17,-4
-67,17,-1
-67,18,2
-59,20,-4
-61,23,-3
-55,21,-7
-55,19,-3
-52,7,7
-64,19,-2
-66,22,-2
-59,19,0
-59,20,-1
-63,18,2
-62,18,1
-59,18,0
-60,19,0
-63,19,3
-64,21,1
-65,21,6
-61,20,4
-62,20,4
-63,20,5
-62,21,4
-60,21,4
-60,21,4
-60,19,3
-62,18,3
-62,21,2
-62,20,2
-63,20,3
-63,19,-1
-63,18,0
-64,19,3
-63,20,1
-61,22,4
-61,24,5
-58,24,5
-61,20,4
-62,19,-1
-64,17,3
-63,19,0
-62,21,2
-62,21,1
-63,21,2
-62,20,1
-62,19,2
-62,19,-1
-63,19,1
-62,18,1
-63,19,1
-63,20,1
-63,19,0
-63,19,0
-63,19,0
-63,19,0
-62,19,1
-63,19,1
-62,20,1
-62,20,0
-63,20,0
-63,19,1
-62,19,1
-62,20,1
-61,20,0
-62,20,1
-61,20,0
-62,20,1
-62,19,2
-61,19,1
-62,20,1
-62,20,2
-62,20,1
-62,20,1
-62,20,1
-62,21,0
-63,20,2
-62,21,1
-62,21,2
-62,20,1
-62,21,1
-63,21,1
-62,20,2
-62,20,2
-62,20,2
-63,20,3
-62,21,2
-61,21,2
-61,20,3
-61,21,4
-60,22,2
-61,22,4
-60,22,4
-60,23,5
-60,23,5
-60,23,5
-60,24,6
-60,24,5
-60,24,6
-61,24,6
-60,25,6
-60,25,6
-60,25,6
-60,25,6
-60,24,7
-60,25,7
-60,25,7
-60,25,7
-60,25,6
-60,24,8
-60,25,7
-60,25,7
-61,25,6
-60,25,5
-60,24,7
-60,25,6
-60,25,6
-60,25,6
-60,24,8
-60,24,8
-59,25,8
-59,25,8
-59,25,7
-59,25,8
-59,26,8
-59,26,9
-59,27,9
-59,26,9
-58,26,9
-58,26,9
-59,27,9
-59,27,10
-58,27,9
-58,27,9
-58,27,10
-59,27,10
-59,27,10
-59,27,10
-59,27,10
-59,27,10
-58,27,10
-58,27,10
-58,27,10
-59,27,10
-59,27,9
-59,27,9
-59,28,10
-59,28,9
-58,27,9
-58,26,10
-60,27,9
-59,27,9
-59,26,9
-59,27,9
-59,26,9
-59,26,9
-59,26,9
-59,27,9
-59,27,9
-58,27,9
-59,27,9
-59,26,9
-59,26,9
-59,27,9
-58,26,11
-56,26,15
-48,20,28
-44,21,30
-36,19,8
-43,15,5
-34,7,20
-41,4,19
-58,6,-9
-58,1,-9
-51,-4,0
-72,-6,-3
-76,-14,-9
-87,-8,-25
-75,-6,-15
-71,-13,-8
-65,-15,-4
-70,-17,6
-82,-16,0
-78,-16,11
-76,-20,8
-79,-22,4
-73,-22,6
-72,-22,3
-71,-25,0
-58,-24,6
-71,-23,7
-78,-25,4
-72,-25,1
-59,-21,6
-53,-20,5
-61,-16,0
-61,-16,5
-54,-15,7
-53,-14,6
-58,-17,9
-62,-17,9
-59,-20,9
-63,-23,10
-61,-22,12
-63,-25,13
-63,-26,13
-57,-24,14
-54,-24,14
-54,-25,15
-56,-27,14
-52,-27,20
-52,-28,23
-55,-30,23
-53,-32,24
-53,-32,24
-56,-32,22
-58,-32,21
-54,-34,22
-52,-34,24
-53,-35,26
-52,-35,22
-52,-36,26
-58,-34,23
-59,-35,21
-58,-39,22
-62,-39,22
-54,-35,26
-55,-33,26
-52,-32,30
-51,-32,34
-50,-29,31
-38,-31,36
-38,-30,38
-33,-28,40
-33,-28,37
-31,-33,41
-21,-35,46
-16,-33,55
-31,-35,48
-27,-32,45
-41,-32,33
-34,-35,19
-73,-24,-27
-69,-8,-22
-41,-24,-2
-42,-35,-6
-39,-54,0
-60,-54,4
-63,-49,7
-43,-48,37
-56,-48,30
-71,-38,-6
-67,-35,-5
-48,-36,7
-45,-37,9
-49,-38,-3
-54,-38,0
-53,-38,3
-47,-39,4
-46,-39,4
-49,-41,1
-49,-41,1
-51,-42,1
-51,-41,-3
-52,-44,-5
-50,-45,-3
-49,-45,-5
-52,-46,-6
-53,-46,-6
-51,-46,-6
-49,-46,-7
-49,-46,-5
-48,-46,-6
-46,-48,-8
-46,-48,-7
-48,-48,-7
-46,-47,-6
-46,-46,-7
-46,-46,-8
-45,-46,-7
-45,-46,-6
-46,-46,-7
-45,-46,-6
-45,-45,-7
-46,-45,-8
-47,-46,-7
-46,-46,-7
-46,-45,-7
-46,-46,-7
-48,-45,-7
-46,-46,-6
-46,-45,-6
-45,-45,-6
-45,-45,-6
-47,-45,-6
-47,-45,-6
-48,-44,-5
-46,-44,-5
-46,-44,-5
-48,-44,-6
-49,-44,-5
-46,-44,-4
-47,-44,-4
-48,-44,-5
-47,-44,-4
-46,-42,-4
-47,-42,-5
-48,-41,-4
-47,-42,-4
-51,-43,-7
-50,-42,-4
-49,-42,-3
-48,-44,-4
-49,-44,-5
-49,-43,-2
-49,-43,-2
-49,-42,-4
-50,-43,-4
-49,-42,-3
-48,-42,-4
-50,-42,-5
-50,-43,-4
-49,-43,-3
-51,-42,-3
-51,-41,-2
-55,-40,-1
-57,-40,2
-60,-31,1
-50,-30,-11
-50,-32,-8
-57,-32,1
-58,-34,3
-48,-36,7
-40,-41,4
-51,-50,-1
-54,-55,12
-56,-43,13
-63,-32,-3
-60,-33,0
-52,-34,9
-52,-34,9
-48,-35,4
-48,-40,2
-53,-39,1
-64,-36,-2
-51,-32,0
-52,-34,-6
-59,-38,-3
-48,-36,-2
-49,-35,-2
-45,-33,-3
-57,-38,-7
-54,-34,-8
-61,-35,-6
-57,-35,-10
-54,-36,-8
-53,-35,-7
-55,-35,-8
-56,-35,-7
-56,-34,-7
-54,-36,-8
-57,-37,-11
-54,-34,-8
-54,-34,-5
-55,-35,-8
-55,-35,-3
-57,-34,-2
-59,-34,-2
-51,-34,4
-48,-35,8
-51,-36,15
-48,-36,15
-42,-37,15
-35,-40,12
-57,-41,5
-58,-40,-6
-57,-42,-7
-53,-36,3
-48,-37,6
-49,-39,-7
-53,-36,-6
-50,-35,2
-50,-33,-4
-59,-36,-9
-54,-39,-4
-51,-41,-6
-51,-43,-10
-53,-42,-9
-50,-41,-10
-49,-41,-11
-51,-42,-10
-52,-41,-9
-50,-41,-10
-51,-41,-10
-50,-41,-9
-48,-41,-9
-49,-41,-10
-49,-41,-9
-49,-40,-10
-50,-41,-10
-50,-41,-11
-49,-41,-9
-50,-40,-10
-50,-41,-10
-50,-41,-9
-51,-41,-10
-53,-41,-10
-54,-41,-8
-55,-40,-5
-54,-40,-3
-62,-39,-11
-57,-37,0
