1496443804.000000, 1496443804.000000, 1496443804.000000
32.000000, 32.000000, 32.000000
-5,69,13
-4,68,16
-9,62,15
-13,59,15
-17,57,10
-16,59,5
-16,65,5
-19,75,12
-21,74,14
-24,64,11
-23,64,8
-22,61,4
-20,61,3
-19,62,1
-18,73,0
-19,76,0
-20,66,1
-18,60,1
-16,51,4
-18,49,8
-16,52,20
-18,57,23
-22,65,34
-30,63,43
-36,61,37
-33,54,18
-33,52,12
-25,51,9
-21,58,11
-22,66,12
-24,63,12
-23,56,12
-17,52,9
-17,55,9
-23,62,14
-26,65,17
-29,63,17
-27,59,17
-25,53,18
-24,54,19
-23,60,20
-22,64,17
-21,64,17
-20,61,16
-22,59,16
-23,58,13
-25,58,11
-22,61,16
-20,61,18
-16,60,18
-16,60,18
-18,60,17
-20,61,15
-20,62,15
-20,62,15
-20,61,14
-21,60,14
-20,59,15
-20,60,16
-22,61,16
-23,61,16
-22,61,15
-22,60,14
-21,60,15
-20,61,16
-19,61,16
-18,60,16
-18,60,14
-19,60,14
-20,61,15
-21,60,15
-22,59,15
-22,58,14
-23,58,14
-25,59,14
-25,59,14
-25,59,15
-25,59,15
-24,61,15
-22,61,15
-22,61,15
-21,60,15
-21,60,15
-21,60,14
-21,61,14
-22,61,14
-22,61,14
-22,61,15
-21,60,15
-21,59,15
-22,60,15
-22,60,14
-22,60,14
-23,61,14
-22,61,14
-21,61,14
-21,60,14
-21,60,14
-21,60,13
-22,61,11
-21,62,12
-21,62,14
-23,62,14
-22,60,15
-19,62,17
-20,62,15
-23,60,11
-23,60,11
-20,60,15
-21,59,16
-22,59,17
-22,59,16
-21,60,14
-21,61,14
-21,61,13
-21,59,12
-21,59,12
-21,59,12
-20,60,12
-20,61,12
-20,62,12
-20,61,12
-20,61,12
-19,61,13
-19,61,14
-20,61,14
-20,61,15
-20,61,15
-20,61,15
-20,61,15
-20,61,13
-20,61,13
-20,61,12
-21,61,12
-21,61,12
-21,61,12
-21,61,12
-21,61,12
-21,61,12
-21,61,12
-21,60,12
-21,59,13
-21,59,13
-21,60,13
-22,61,13
-23,61,14
-22,61,14
-22,61,14
-23,60,14
-23,60,14
-23,60,13
-23,60,13
-23,60,14
-23,60,13
-23,60,14
-23,60,14
-23,60,14
-23,60,13
-22,60,13
-22,60,13
-22,60,13
-22,60,13
-22,60,13
-22,60,13
-23,60,13
-23,60,13
-23,61,13
-23,60,14
-23,60,13
-23,60,13
-22,60,13
-22,60,12
-22,60,12
-22,61,12
-22,60,12
-22,60,13
-23,60,13
-23,60,13
-23,60,14
-24,60,14
-24,60,14
-24,60,14
-24,60,15
-24,60,14
-24,61,14
-23,61,14
-23,62,14
-24,63,15
-24,63,17
-24,62,19
-24,59,19
-23,55,18
-23,57,17
-25,60,18
-25,60,18
-25,59,17
-25,59,16
-24,59,15
-24,57,13
-24,56,13
-24,56,11
-23,56,12
-23,57,12
-23,59,12
-24,59,12
-24,58,12
-23,59,12
-22,59,13
-22,58,14
-21,57,14
-21,59,15
-19,62,16
-19,61,16
-19,62,15
-19,64,15
-19,61,16
-22,61,18
-23,60,19
-29,58,19
-31,56,20
-33,60,24
-34,60,23
-36,59,15
-38,58,12
-34,56,10
-32,56,10
-30,57,10
-28,59,9
-28,60,8
-27,62,9
-27,63,10
-29,64,15
-40,67,23
-59,104,72
-79,118,91
-110,127,92
-92,123,91
-82,109,85
-94,88,37
-83,73,24
-60,51,5
-49,33,-10
-27,14,-16
-14,0,-13
-2,-12,-22
0,-11,-18
7,-18,-10
17,-21,6
27,-4,10
47,-25,2
48,-32,6
56,-33,19
55,-29,29
44,-38,20
42,-34,19
42,-31,23
37,-28,18
34,-30,15
45,-33,20
45,-33,21
46,-36,19
45,-35,19
41,-33,24
45,-31,23
49,-33,21
51,-39,21
48,-38,22
52,-40,21
57,-43,25
45,-39,29
43,-34,26
50,-33,23
44,-36,22
43,-36,20
48,-39,16
51,-42,17
50,-38,25
51,-36,23
44,-35,13
42,-37,10
46,-42,-4
53,-44,0
50,-39,14
52,-33,35
49,-32,35
47,-28,26
43,-31,19
43,-41,11
53,-41,16
55,-41,20
52,-37,31
53,-36,30
46,-34,13
37,-31,11
33,-27,0
37,-23,4
50,-9,23
50,-3,42
36,-6,21
30,-12,12
20,-16,-2
4,-15,-5
-11,-13,-8
-43,-4,-4
-51,3,4
-47,14,23
-61,24,33
-75,46,59
-43,59,83
-19,81,79
-15,127,59
-30,127,52
-76,127,44
-100,127,33
-116,127,44
-95,110,42
-51,86,25
-42,78,17
-34,65,8
-36,62,2
-44,60,-2
-40,46,-5
-36,40,-4
-30,35,1
-28,35,4
-26,43,14
-23,44,19
-25,46,22
-22,49,32
-18,50,36
-14,49,36
-14,58,34
-23,78,54
-26,83,60
-21,77,50
-21,73,42
-27,61,32
-35,62,30
-37,60,29
-31,51,26
-28,46,23
-25,46,18
-25,50,18
-23,61,19
-21,65,19
-17,73,19
-17,82,17
-18,85,15
-19,85,14
-18,85,14
-15,81,14
-10,72,15
3,58,17
3,56,18
0,50,21
-2,45,20
-4,44,19
-9,43,17
-13,42,15
-17,47,11
-20,52,11
-29,67,19
-32,69,21
-37,66,26
-44,63,39
-46,65,43
