,duration(s),microsiemens,normalized_time,participantID,tag0,tag1
334,2578.970198869705,24.372349,83.5,Participant_1493663240_A01890.p,False,
335,2579.2202203273773,24.390284,83.8,Participant_1493663240_A01890.p,False,
336,2579.470241546631,24.149437,84.0,Participant_1493663240_A01890.p,False,
337,2579.720263004303,23.968801,84.3,Participant_1493663240_A01890.p,False,
338,2579.970284461975,23.998266,84.5,Participant_1493663240_A01890.p,False,
339,2580.2203056812286,23.792009,84.8,Participant_1493663240_A01890.p,False,
340,2580.4703271389008,23.88553,85.0,Participant_1493663240_A01890.p,False,
341,2580.7203483581543,23.753576,85.3,Participant_1493663240_A01890.p,False,
342,2580.9703698158264,23.514011,85.5,Participant_1493663240_A01890.p,False,
343,2581.22039103508,23.636997,85.8,Participant_1493663240_A01890.p,False,
344,2581.470412492752,23.44355,86.0,Participant_1493663240_A01890.p,False,
345,2581.7204337120056,23.163563,86.3,Participant_1493663240_A01890.p,False,
346,2581.9704551696777,23.14819,86.5,Participant_1493663240_A01890.p,False,
347,2582.2204763889313,22.985491,86.8,Participant_1493663240_A01890.p,False,
348,2582.4704978466034,22.611252,87.0,Participant_1493663240_A01890.p,False,
349,2582.720519065857,22.542072,87.3,Participant_1493663240_A01890.p,False,
350,2582.970540523529,22.349907,87.5,Participant_1493663240_A01890.p,False,
351,2583.220561981201,22.544394,87.8,Participant_1493663240_A01890.p,False,
352,2583.4705832004547,22.550798,88.0,Participant_1493663240_A01890.p,False,
353,2583.720604658127,22.452154,88.3,Participant_1493663240_A01890.p,False,
354,2583.9706258773804,22.252302,88.5,Participant_1493663240_A01890.p,False,
355,2584.2206473350525,22.152378,88.8,Participant_1493663240_A01890.p,False,
356,2584.470668554306,22.13188,89.0,Participant_1493663240_A01890.p,False,
357,2584.720690011978,22.128036,89.3,Participant_1493663240_A01890.p,False,
358,2584.9707112312317,22.349667,89.5,Participant_1493663240_A01890.p,False,
359,2585.220732688904,21.992239,89.8,Participant_1493663240_A01890.p,False,
360,2585.4707539081573,21.961893,90.0,Participant_1493663240_A01890.p,False,
361,2585.7207753658295,22.068224,90.3,Participant_1493663240_A01890.p,False,
362,2585.970796585083,22.271919,90.5,Participant_1493663240_A01890.p,False,
363,2586.220818042755,22.392344,90.8,Participant_1493663240_A01890.p,False,
364,2586.4708395004272,22.192492,91.0,Participant_1493663240_A01890.p,False,
365,2586.720860719681,22.294979,91.3,Participant_1493663240_A01890.p,False,
366,2586.970882177353,22.08744,91.5,Participant_1493663240_A01890.p,False,
367,2587.2209033966064,21.988796,91.8,Participant_1493663240_A01890.p,False,
