normalized_time,Participant_1493663240_A01890.p,Participant_1496443804_A01890.p
212.5,24.061041,3.418571
212.8,24.017483,3.421133
213.0,24.255768,3.428816
213.3,23.888092,3.405766
213.5,23.957272,3.521016
213.8,24.146875,3.722064
214.0,24.073853,3.663158
214.3,23.539633,3.650353
214.5,23.964958,3.663158
214.8,23.717707,3.637547
215.0,23.708738,3.654194
215.3,23.473017,3.503088
215.5,23.027767,3.559433
215.8,22.948339,3.595289
216.0,22.355032,3.545347
216.3,22.441906,3.52998
216.5,22.653288,3.492844
216.8,22.468809,3.455708
217.0,22.329168,3.518455
217.3,22.267675,3.563275
217.5,22.170313,3.550469
217.8,22.088322,3.544066
218.0,22.12035,3.500527
218.3,21.923061,3.538944
218.5,21.348248,3.57608
218.8,21.719046,3.540225
219.0,20.88377,3.590166
219.3,20.345123,3.50565
219.5,19.84392,3.563275
219.8,19.342926,3.570958
220.0,19.120764,3.608094
220.3,19.280901,3.600411
220.5,19.1861,3.590166
220.8,19.137419,3.567116
221.0,18.841484,3.518455
221.3,18.866425,3.595289
221.5,18.623014,3.604253
221.8,18.451347,3.592727
222.0,18.572712,3.581203
222.3,18.545809,3.579922
222.5,18.486877,3.547908
222.8,19.017252,3.533822
223.0,19.08293,3.523577
223.3,18.637108,3.504369
223.5,19.150827,3.50565
223.8,19.432671,3.549188
224.0,19.209759,3.626022
224.3,18.948414,3.618339
224.5,19.030405,3.582483
224.8,19.208477,3.577361
225.0,19.185417,3.619619
225.3,19.118801,3.633705
225.5,18.929197,3.663158
225.8,18.480812,3.66572
226.0,18.087175,3.669561
226.3,18.912203,3.679806
226.5,19.135115,3.679806
226.8,19.512098,3.677244
227.0,20.090557,3.693892
227.3,20.112867,3.675964
227.5,19.945044,3.723345
227.8,20.087244,3.728467
228.0,20.170517,3.733589
228.3,19.472317,3.746395
228.5,19.688292,3.729748
228.8,19.672918,3.720783
229.0,19.802309,3.714381
229.3,19.970133,3.715661
229.5,19.694696,3.720783
229.8,19.881737,3.742553
230.0,19.803591,3.722064
230.3,20.032907,3.729748
230.5,20.4767,3.755358999999999
230.8,20.492073,3.746395
231.0,20.516497,3.773287
231.3,20.228249,3.784811
231.5,19.95153,3.793776
231.8,19.646547,3.801458999999999
232.0,19.737505,3.8053
232.3,20.481823,3.801458999999999
232.5,20.595842,3.809142
232.8,21.008438,3.806581
233.0,21.049728,3.836034
233.3,20.345123,3.94104
233.5,20.662542,3.925986
233.8,21.094273,3.98105
234.0,21.496832,3.863238
234.3,22.057257,3.756952
234.5,22.146372,3.733902
234.8,22.405153,3.736463
235.0,22.533264,3.735182
235.3,22.57514,3.836346
235.5,22.361197,3.746707
235.8,22.748089,3.728779
236.0,22.165188,3.687801
